runoff_obs,basin_cfs_pred,year,month,day,precip
16.5,11.3,1970,1,11.4166666667,5.2
16.6,11.1,1970,1,11.4583333333,5.2
16.7,10.9,1970,1,11.5,5.2
16.8,10.8,1970,1,11.5416666667,5.2
16.9,10.6,1970,1,11.5833333333,5.2
17,10.4,1970,1,11.625,5.2
17.1,10.3,1970,1,11.6666666667,5.2
17.2,10.1,1970,1,11.7083333333,5.3
18.1,10,1970,1,11.75,5.6
18.5,9.9,1970,1,11.7916666667,5.6
18.8,9.7,1970,1,11.8333333333,5.6
19.1,9.4,1970,1,11.875,5.6
19.4,9,1970,1,11.9166666667,5.6
19.7,8.8,1970,1,11.9583333333,5.6
19.7,8.5,1970,1,12.0,5.6
20.5,8,1970,1,12.0416666667,5.6
20.8,7.8,1970,1,12.0833333333,5.6
21.1,7.7,1970,1,12.125,5.6
21.4,7.5,1970,1,12.1666666667,5.6
21.6,7.3,1970,1,12.2083333333,5.6
21.9,7.2,1970,1,12.25,5.6
22.2,7.1,1970,1,12.2916666667,5.6
22.4,7,1970,1,12.3333333333,5.6
22.6,6.9,1970,1,12.375,5.6
22.8,6.9,1970,1,12.4166666667,5.6
23,6.8,1970,1,12.4583333333,5.6
23.1,6.8,1970,1,12.5,5.6
23.2,6.8,1970,1,12.5416666667,5.7
23.3,6.8,1970,1,12.5833333333,6.0
23.4,6.7,1970,1,12.625,6.0
23.5,6.7,1970,1,12.6666666667,6.0
23.3,6.7,1970,1,12.7083333333,6.0
23.6,6.6,1970,1,12.75,6.0
23.6,6.6,1970,1,12.7916666667,6.0
23.6,6.6,1970,1,12.8333333333,6.0
23.6,6.6,1970,1,12.875,6.0
23.6,6.5,1970,1,12.9166666667,6.0
23.6,6.5,1970,1,12.9583333333,6.0
23.6,6.5,1970,1,13.0,6.0
23.5,6.5,1970,1,13.0416666667,6.0
23.4,6.4,1970,1,13.0833333333,6.0
23.4,6.4,1970,1,13.125,6.0
23.3,6.4,1970,1,13.1666666667,6.0
23.3,6.4,1970,1,13.2083333333,6.0
23.2,6.3,1970,1,13.25,6.0
23.2,6.3,1970,1,13.2916666667,6.0
23.1,6.3,1970,1,13.3333333333,6.0
23.1,6.3,1970,1,13.375,6.0
23,6.2,1970,1,13.4166666667,6.0
22.9,6.2,1970,1,13.4583333333,6.0
22.9,6.2,1970,1,13.5,6.0
22.8,6.2,1970,1,13.5416666667,6.0
22.7,6.1,1970,1,13.5833333333,6.0
22.6,6.1,1970,1,13.625,6.0
22.5,6.1,1970,1,13.6666666667,6.0
22.5,6.1,1970,1,13.7083333333,6.0
22.4,6,1970,1,13.75,6.0
22.2,6,1970,1,13.7916666667,6.0
22.1,6,1970,1,13.8333333333,6.0
21.9,6,1970,1,13.875,6.0
21.9,5.9,1970,1,13.9166666667,6.0
21.9,5.9,1970,1,13.9583333333,6.0
21.9,5.9,1970,1,14.0,6.0
21.2,5.9,1970,1,14.0416666667,6.0
21,5.8,1970,1,14.0833333333,6.0
20.8,5.8,1970,1,14.125,6.0
20.6,5.8,1970,1,14.1666666667,6.0
20.4,5.8,1970,1,14.2083333333,6.0
20.2,5.7,1970,1,14.25,6.0
20,5.7,1970,1,14.2916666667,6.0
19.8,5.7,1970,1,14.3333333333,6.0
19.6,5.7,1970,1,14.375,6.0
19.5,5.6,1970,1,14.4166666667,6.0
19.3,5.6,1970,1,14.4583333333,6.0
19.2,5.6,1970,1,14.5,6.0
19,5.6,1970,1,14.5416666667,6.0
18.9,5.6,1970,1,14.5833333333,6.0
18.7,5.5,1970,1,14.625,6.0
18.6,5.5,1970,1,14.6666666667,6.0
18.4,5.5,1970,1,14.7083333333,6.0
18.3,5.5,1970,1,14.75,6.0
18.2,5.4,1970,1,14.7916666667,6.0
18.1,5.4,1970,1,14.8333333333,6.0
18,5.4,1970,1,14.875,6.0
17.9,5.4,1970,1,14.9166666667,6.0
17.8,5.4,1970,1,14.9583333333,6.0
17.7,5.3,1970,1,15.0,6.0
17.5,5.3,1970,1,15.0416666667,6.0
17.4,5.3,1970,1,15.0833333333,6.0
17.2,5.3,1970,1,15.125,6.0
17.2,5.2,1970,1,15.1666666667,6.0
17.3,5.2,1970,1,15.2083333333,6.03
17.4,5.2,1970,1,15.25,6.13
17.4,5.2,1970,1,15.2916666667,6.24
17.5,5.2,1970,1,15.3333333333,6.35
17.6,5.1,1970,1,15.375,6.45
17.6,5.1,1970,1,15.4166666667,6.56
17.7,5.1,1970,1,15.4583333333,6.67
18.3,5.1,1970,1,15.5,6.77
18.4,5.1,1970,1,15.5416666667,6.8
18.6,5,1970,1,15.5833333333,6.8
18.4,5,1970,1,15.625,6.8
18.7,5,1970,1,15.6666666667,6.8
18.9,5,1970,1,15.7083333333,6.8
19,5,1970,1,15.75,6.8
19.2,4.9,1970,1,15.7916666667,6.8
19.2,4.9,1970,1,15.8333333333,6.8
19.4,4.9,1970,1,15.875,6.8
19.5,4.9,1970,1,15.9166666667,6.8
19.6,4.9,1970,1,15.9583333333,6.8
19.7,4.8,1970,1,16.0,6.8
19.9,4.8,1970,1,16.0416666667,6.8
20.1,4.8,1970,1,16.0833333333,6.8
20.2,4.8,1970,1,16.125,6.8
20.2,4.8,1970,1,16.1666666667,6.8
20.2,4.7,1970,1,16.2083333333,6.8
20.1,4.7,1970,1,16.25,6.8
20.1,4.7,1970,1,16.2916666667,6.8
20.1,4.7,1970,1,16.3333333333,6.8
20,4.7,1970,1,16.375,6.8
20,4.6,1970,1,16.4166666667,6.8
20,4.6,1970,1,16.4583333333,6.8
19.9,4.6,1970,1,16.5,6.8
19.9,4.6,1970,1,16.5416666667,6.8
19.9,4.6,1970,1,16.5833333333,6.8
19.8,4.5,1970,1,16.625,6.8
19.8,4.5,1970,1,16.6666666667,6.8
19.8,4.5,1970,1,16.7083333333,6.8
19.7,4.5,1970,1,16.75,6.8
19.7,4.5,1970,1,16.7916666667,6.8
20.2,4.4,1970,1,16.8333333333,6.8
20,4.4,1970,1,16.875,6.8
20.1,4.4,1970,1,16.9166666667,6.8
19.7,4.4,1970,1,16.9583333333,6.8
19.7,4.4,1970,1,17.0,6.8
19.7,4.4,1970,1,17.0416666667,6.8
19.7,4.3,1970,1,17.0833333333,6.8
19.6,4.3,1970,1,17.125,6.8
19.6,4.3,1970,1,17.1666666667,6.8
19.6,4.3,1970,1,17.2083333333,6.8
19.5,4.3,1970,1,17.25,6.8
19.5,4.3,1970,1,17.2916666667,6.8
19.5,4.2,1970,1,17.3333333333,6.8
19.4,4.2,1970,1,17.375,6.8
19.4,4.2,1970,1,17.4166666667,6.8
19.4,4.2,1970,1,17.4583333333,6.8
19.3,4.2,1970,1,17.5,6.8
19.3,4.1,1970,1,17.5416666667,6.8
19.3,4.1,1970,1,17.5833333333,6.8
19.2,4.1,1970,1,17.625,6.8
19.2,4.1,1970,1,17.6666666667,6.8
19.2,4.1,1970,1,17.7083333333,6.8
19.2,4.1,1970,1,17.75,6.8
19.2,4,1970,1,17.7916666667,6.8
19.2,4,1970,1,17.8333333333,6.8
19.2,4,1970,1,17.875,6.8
19.2,4,1970,1,17.9166666667,6.8
19.2,4,1970,1,17.9583333333,6.8
19.2,4,1970,1,18.0,6.8
19.1,3.9,1970,1,18.0416666667,6.8
19,3.9,1970,1,18.0833333333,6.8
19,3.9,1970,1,18.125,6.8
18.9,3.9,1970,1,18.1666666667,6.8
18.8,3.9,1970,1,18.2083333333,6.8
18.7,3.9,1970,1,18.25,6.8
18.7,3.9,1970,1,18.2916666667,6.8
18.6,3.8,1970,1,18.3333333333,6.8
18.5,3.8,1970,1,18.375,6.8
18.5,3.8,1970,1,18.4166666667,6.8
18.4,3.8,1970,1,18.4583333333,6.8
18.4,3.8,1970,1,18.5,6.8
18.3,3.8,1970,1,18.5416666667,6.8
18.2,3.7,1970,1,18.5833333333,6.8
18.4,3.7,1970,1,18.625,6.8
18.7,3.7,1970,1,18.6666666667,6.8
18.2,3.7,1970,1,18.7083333333,6.8
18.2,3.7,1970,1,18.75,6.8
18.2,3.7,1970,1,18.7916666667,6.8
18.2,3.7,1970,1,18.8333333333,6.8
18.2,3.6,1970,1,18.875,6.8
18.2,3.6,1970,1,18.9166666667,6.8
18.2,3.6,1970,1,18.9583333333,6.8
18.2,3.6,1970,1,19.0,6.8
17.7,3.6,1970,1,19.0416666667,6.8
17.6,3.6,1970,1,19.0833333333,6.8
17.5,3.5,1970,1,19.125,6.8
17.5,3.5,1970,1,19.1666666667,6.8
